policy_id,policy_name,policy_type,policy_start_date,policy_duration_months,policy_budget_crore,country,state,population_million,urbanization_rate,gdp_growth_before,gdp_growth_after,inflation_rate_before,inflation_rate_after,unemployment_rate_before,unemployment_rate_after,poverty_rate_before,poverty_rate_after,health_index_before,health_index_after,education_index_before,education_index_after,overall_impact_score,policy_success_level
168,9,4,1279,55,39248.37,0,3,77.19,56.64,5.45,6.1,3.39,1.71,6.26,4.73,11.51,9.83,64.0,63.35,53.89,54.3,21.81,2
169,9,4,85,32,17816.37,0,4,30.92,62.18,2.59,4.43,7.31,7.1,9.36,8.37,27.2,20.87,48.81,56.39,46.87,51.01,49.79,0
170,4,0,406,47,43903.33,0,2,108.22,31.19,1.98,3.86,4.92,6.25,6.18,3.97,12.14,10.36,43.48,52.55,45.3,54.41,60.18,3
171,11,1,295,47,16903.73,0,2,38.01,30.67,4.81,6.85,6.86,7.77,5.58,6.29,18.05,12.82,52.83,64.51,54.42,59.41,46.67,0
172,10,1,182,39,26154.96,0,4,45.01,37.35,2.82,2.58,5.41,6.24,4.86,4.34,10.04,11.36,61.58,70.01,67.81,72.45,18.88,1
173,6,4,651,27,13441.63,0,4,25.17,64.61,2.07,2.94,3.63,4.03,7.12,4.21,24.5,21.35,59.48,61.29,64.58,74.4,43.72,0
174,7,2,1089,15,22812.45,0,2,19.87,49.25,5.58,6.75,7.25,7.25,5.09,6.31,18.29,13.19,51.13,53.46,67.81,69.15,20.84,2
175,6,4,988,11,28479.01,0,1,39.83,27.15,5.35,5.3,3.68,4.85,7.01,8.19,10.43,7.21,67.99,77.03,67.91,69.97,18.78,1
176,6,4,1055,48,24403.9,0,4,60.89,56.24,5.21,6.61,6.54,5.12,6.7,7.97,30.72,29.14,68.08,74.47,55.65,59.66,27.52,2
177,4,0,1203,31,8960.03,0,0,93.62,44.12,2.48,2.42,4.78,3.45,5.38,6.04,27.15,21.73,61.65,65.4,64.82,66.79,19.0,1
178,0,4,1122,6,22381.24,0,1,65.5,34.85,2.94,4.77,7.87,8.2,7.01,5.66,14.43,8.11,66.12,73.26,50.13,53.73,51.28,0
179,5,3,1029,21,27852.12,0,2,31.07,63.58,1.9,4.11,7.89,7.9,7.15,4.53,11.31,5.45,60.57,71.41,61.17,65.2,71.28,3
180,4,0,316,29,34754.67,0,2,68.65,51.27,4.75,5.2,3.97,5.46,5.55,6.99,14.94,7.4,48.27,56.76,52.17,57.64,34.28,2
181,3,3,17,33,20477.23,0,2,111.09,39.89,3.76,6.25,4.07,3.79,7.77,8.07,33.84,29.76,58.64,70.11,59.06,65.08,54.52,0
182,0,4,946,46,30543.51,0,2,48.76,55.75,1.99,3.04,6.41,5.68,9.0,7.96,34.1,28.56,53.68,54.5,70.35,75.77,37.69,2
183,8,2,575,19,22611.84,0,0,42.99,65.96,1.8,3.32,7.21,6.28,8.83,8.42,12.59,10.34,47.11,47.16,48.62,54.85,25.51,2
184,3,3,1015,48,48422.54,0,3,24.42,55.72,2.08,1.95,3.37,1.59,6.95,5.29,18.5,13.09,56.24,56.08,51.93,57.21,21.88,2
185,0,4,744,50,43213.15,0,4,66.82,59.5,3.57,4.28,7.33,8.51,7.56,7.53,31.66,25.59,51.1,57.03,60.12,66.38,32.3,2
186,2,3,1023,48,17866.96,0,0,89.18,20.97,5.27,4.82,3.32,2.62,7.61,5.21,30.31,23.86,69.73,76.71,53.97,62.69,43.16,0
187,6,4,248,58,8236.9,0,1,104.71,28.67,4.45,4.65,5.53,6.46,9.0,7.28,28.43,24.0,59.68,70.65,70.1,76.31,46.48,0
188,0,4,908,16,2027.53,0,3,95.89,23.72,2.41,1.98,5.68,4.98,4.81,2.22,15.95,13.71,58.71,57.99,50.72,51.45,14.06,1
189,8,2,1283,37,43775.15,0,0,31.59,43.32,5.38,5.77,7.57,7.16,6.31,3.99,26.8,28.55,44.2,52.36,69.0,76.19,32.71,2
190,11,1,611,33,11886.46,0,3,11.15,54.11,1.88,2.37,6.47,4.57,9.67,9.19,15.45,13.33,45.43,48.32,61.46,65.07,20.12,2
191,2,3,102,27,20348.23,0,0,79.62,41.33,5.84,8.1,5.29,4.39,4.21,2.58,13.11,9.68,54.92,57.74,65.39,65.41,44.74,0
192,8,2,835,51,36551.79,0,1,91.44,72.24,3.02,3.13,6.6,8.07,9.76,10.35,33.06,34.62,44.46,49.1,70.32,71.04,6.7,1
193,11,1,956,28,12758.34,0,3,92.41,58.6,2.42,3.98,5.36,6.62,8.3,5.59,15.87,10.97,52.38,64.14,56.54,59.46,57.97,0
194,6,4,1049,54,47702.38,0,2,110.89,45.49,4.06,6.53,4.57,3.19,7.02,7.28,31.85,30.83,66.28,74.51,65.46,75.24,46.72,0
195,2,3,15,59,5297.44,0,0,107.83,80.82,3.67,3.67,7.88,7.16,6.87,6.23,17.47,11.39,62.26,72.17,71.18,80.97,43.87,0
196,3,3,1226,21,3719.49,0,1,94.93,44.59,2.9,3.01,3.81,1.95,7.53,7.76,15.74,15.32,45.16,50.89,46.0,52.17,19.84,1
197,3,3,1276,20,33172.34,0,1,104.6,22.48,2.61,3.92,4.3,4.96,6.92,5.83,32.34,24.47,54.02,52.18,49.56,55.37,43.08,0
198,0,4,648,48,27101.91,0,0,114.5,76.03,2.13,1.73,3.75,3.02,8.26,8.63,20.85,19.93,63.12,69.79,72.16,77.1,7.97,1
199,9,4,264,51,9230.64,0,1,25.63,21.22,5.64,7.09,5.95,4.19,5.05,6.03,19.42,18.85,44.34,45.71,58.88,66.17,17.47,1
200,2,3,118,33,29582.99,0,3,119.58,63.73,3.01,3.01,3.16,4.41,4.5,2.35,14.37,11.56,41.32,45.27,60.39,70.01,36.61,2
201,9,4,225,34,7297.31,0,2,28.21,28.07,2.38,3.29,6.72,5.87,8.89,9.3,15.15,12.23,50.01,48.71,48.7,50.7,13.82,1
202,4,0,634,26,42438.79,0,2,115.83,85.52,3.78,4.47,7.82,6.13,5.16,5.61,32.14,27.1,58.87,63.01,62.69,68.48,29.62,2
203,11,1,782,8,29171.51,0,0,73.04,38.71,4.13,6.44,4.53,4.79,9.28,7.11,23.34,23.62,63.33,75.14,71.72,71.39,48.59,0
204,11,1,696,9,9582.15,0,4,15.07,40.7,5.02,7.2,7.37,7.91,6.84,7.07,18.91,16.44,49.47,52.79,53.62,58.44,36.53,2
205,5,3,569,21,43555.58,0,3,10.36,80.82,2.85,2.49,3.89,4.75,5.7,6.89,31.08,33.06,50.78,61.62,70.07,73.4,4.96,1
206,10,1,461,13,26460.31,0,4,62.18,27.7,3.08,3.49,4.89,2.96,4.07,3.16,14.1,12.59,66.29,69.86,56.02,58.77,19.38,1
207,5,3,62,7,46308.76,0,2,55.89,51.63,5.94,6.51,7.66,6.05,9.91,7.23,13.03,9.62,59.04,70.62,54.21,58.63,47.46,0
208,11,1,205,30,3973.92,0,0,97.9,22.53,3.66,5.78,3.36,1.87,9.61,8.35,28.51,22.5,54.25,66.1,47.65,51.33,64.16,3
209,5,3,445,11,49597.43,0,3,14.97,65.08,5.33,4.95,3.66,2.48,8.51,6.67,24.95,21.16,69.13,72.31,48.77,54.01,20.22,2
210,9,4,783,50,6035.36,0,0,19.49,64.79,3.32,5.77,7.27,6.9,9.68,7.86,28.09,23.04,64.63,73.91,64.46,64.88,53.9,0
211,10,1,735,32,8642.17,0,3,53.47,78.67,4.9,5.22,7.72,8.25,6.56,7.33,21.62,15.92,43.27,42.64,72.75,76.48,10.85,1
212,7,2,966,44,10693.42,0,0,15.71,77.42,4.59,5.73,6.93,5.48,6.33,6.79,25.97,26.9,57.31,66.95,63.53,71.94,28.49,2
213,1,0,925,17,48875.99,0,4,101.09,34.06,2.94,4.18,5.3,5.06,7.46,8.55,27.67,29.05,44.53,54.4,52.22,62.16,27.8,2
214,9,4,403,43,20025.36,0,0,29.42,87.94,4.7,6.92,7.1,7.12,4.18,3.02,31.3,26.98,54.77,60.06,66.57,70.34,45.57,0
215,1,0,1142,18,23076.95,0,3,49.14,63.47,3.29,3.79,4.51,4.26,6.61,5.34,23.57,22.82,54.48,53.9,71.29,81.26,27.76,2
216,7,2,259,51,30669.91,0,4,80.31,74.58,2.52,2.47,7.25,8.42,9.89,9.23,21.73,23.69,56.76,68.22,65.1,71.26,20.63,2
217,4,0,1224,55,10882.95,0,2,113.62,31.85,3.43,4.27,7.81,6.9,9.39,9.35,28.76,30.4,67.21,76.1,64.4,64.59,17.34,1
218,10,1,110,22,6783.8,0,2,34.6,55.26,2.61,5.03,5.43,4.34,7.95,8.44,18.85,10.86,46.99,55.04,71.4,74.66,52.47,0
219,4,0,1031,25,41923.89,0,1,55.96,27.05,4.27,6.22,4.74,5.18,8.81,8.01,14.28,8.92,44.8,51.53,70.52,71.62,50.59,0
220,10,1,397,8,4291.74,0,0,36.35,55.49,4.99,6.24,7.62,9.1,7.92,5.31,12.91,12.62,48.12,46.31,46.1,51.56,26.87,2
221,7,2,216,27,27054.27,0,1,34.15,86.56,5.99,5.77,4.26,4.5,8.3,5.57,19.06,19.21,67.01,65.44,55.29,63.72,20.01,2
222,3,3,949,17,9963.63,0,4,116.83,30.2,3.69,5.7,7.65,6.24,7.11,5.42,20.77,21.37,59.85,69.95,65.49,73.06,51.31,0
223,11,1,25,23,49678.83,0,1,119.36,89.54,3.72,5.05,6.11,5.95,5.65,5.9,29.92,25.87,56.89,60.58,74.22,83.72,41.37,0
224,8,2,1007,10,16035.02,0,0,116.95,45.04,2.68,5.07,3.4,4.32,5.41,3.32,28.18,21.95,64.91,72.22,46.27,49.36,66.41,3
225,11,1,1140,13,34289.76,0,0,5.72,59.71,1.91,3.68,4.58,4.59,6.6,6.08,24.06,19.79,60.53,63.43,73.32,74.62,39.64,2
226,0,4,1050,47,28361.13,0,1,84.9,39.47,4.01,4.47,7.19,6.78,6.78,5.5,14.22,15.58,55.49,66.66,59.74,66.88,36.52,2
227,7,2,707,44,47253.13,0,0,6.38,43.72,2.34,2.41,5.79,6.13,5.6,3.68,18.45,13.25,42.74,53.77,54.99,62.54,45.77,0
228,4,0,183,27,48059.22,0,0,96.15,41.16,1.76,1.84,5.13,6.11,7.86,7.55,12.87,8.35,67.76,76.53,54.12,63.18,39.7,2
229,1,0,920,20,15398.74,0,4,119.42,77.78,3.87,3.5,3.4,2.56,4.17,4.91,23.31,24.77,41.05,42.48,62.22,62.36,-6.96,1
230,4,0,1286,11,6870.77,0,2,35.06,33.46,5.38,7.09,5.71,4.49,7.19,6.19,18.61,12.63,69.37,70.33,63.06,62.52,29.86,2
231,9,4,504,11,40307.16,0,2,113.77,46.32,5.07,5.02,3.27,2.06,6.8,4.93,28.93,25.08,48.21,59.37,69.64,73.01,32.85,2
232,1,0,176,7,39516.0,0,1,48.28,89.67,4.88,4.92,6.21,4.36,4.44,4.58,12.59,8.88,69.15,78.62,67.37,74.39,32.13,2
233,4,0,1038,29,32259.82,0,1,64.08,32.51,3.59,5.88,5.11,6.06,8.39,6.7,21.99,20.48,63.98,72.56,71.26,78.57,58.52,0
234,8,2,335,42,38097.31,0,0,65.75,60.54,4.71,5.39,7.29,7.33,8.88,7.27,10.56,5.3,40.5,39.11,52.94,57.98,25.47,2
235,1,0,195,42,40106.77,0,2,15.5,79.53,5.13,7.59,3.11,4.31,8.22,6.91,15.74,17.0,42.52,51.01,70.61,75.26,46.14,0
236,1,0,611,51,29776.27,0,3,64.02,61.58,3.34,4.08,7.83,8.8,6.79,6.88,34.8,29.09,49.02,57.46,48.89,51.49,35.48,2
237,1,0,595,35,40653.36,0,0,31.71,62.43,4.93,7.22,3.4,4.34,9.54,9.79,18.17,17.42,51.72,50.43,57.35,56.52,20.95,2
238,10,1,835,9,2726.53,0,0,83.95,57.27,4.67,6.71,5.69,4.77,7.45,8.86,33.43,25.82,40.79,49.68,51.42,52.61,39.53,2
239,9,4,1004,50,37691.8,0,2,83.37,66.39,3.42,4.25,5.95,4.46,8.16,7.45,17.46,12.58,69.1,73.11,45.54,51.35,34.83,2
240,2,3,583,8,22089.89,0,2,19.7,32.37,4.49,6.7,5.8,3.98,4.27,4.14,21.49,19.06,64.55,74.41,58.68,61.28,42.5,0
241,7,2,1098,42,15093.5,0,0,39.31,52.32,2.0,3.91,6.24,5.81,5.62,5.04,19.17,20.7,57.46,67.89,74.92,74.24,28.79,2
242,4,0,326,11,13817.92,0,4,79.57,65.9,3.76,4.65,4.66,3.67,8.82,6.93,22.48,20.59,69.78,71.54,57.34,61.78,31.34,2
243,1,0,1123,9,18586.76,0,0,3.92,51.79,1.62,1.59,7.39,6.0,9.17,6.24,14.04,11.41,61.59,61.66,63.47,66.82,24.19,2
244,8,2,646,7,26742.31,0,2,21.58,32.6,2.46,2.84,6.89,6.33,8.05,5.69,19.93,17.78,41.57,43.75,58.4,67.08,30.02,2
245,4,0,788,17,16071.23,0,1,69.66,40.34,1.5,2.71,3.87,5.13,9.6,9.98,25.72,18.64,50.43,59.11,71.98,78.73,48.04,0
246,1,0,1216,6,5252.77,0,0,25.45,82.73,3.22,3.64,6.02,4.89,7.96,8.16,27.62,24.84,50.18,57.38,49.52,55.31,26.24,2
247,1,0,1231,14,8301.19,0,2,85.55,76.97,5.3,7.25,7.42,5.45,9.25,6.36,13.29,7.62,43.69,45.9,56.79,64.3,62.18,3
248,5,3,448,15,25821.6,0,4,70.0,38.1,4.83,5.16,5.53,6.65,9.33,7.51,17.68,15.95,70.0,76.31,52.41,53.96,23.51,2
249,4,0,508,16,35217.51,0,3,89.09,82.69,4.98,6.02,7.21,6.94,8.76,7.42,17.08,9.85,51.91,60.62,56.15,63.39,48.85,0
250,5,3,892,11,13857.89,0,4,108.16,59.77,5.49,7.73,4.07,5.51,9.34,7.5,17.17,12.71,61.86,66.97,61.69,66.33,57.73,0
251,5,3,505,15,5205.6,0,2,116.7,27.67,3.38,4.92,6.22,7.46,4.62,1.91,34.24,30.31,65.86,75.66,74.52,78.72,57.55,0
252,1,0,756,58,25493.78,0,0,116.26,34.74,4.73,4.78,6.42,6.89,9.35,9.56,33.82,27.05,41.6,41.18,56.37,57.23,17.51,1
253,10,1,1178,31,38558.68,0,2,61.61,53.21,3.84,5.82,6.38,7.78,6.87,7.2,29.02,23.08,62.68,68.52,53.11,53.8,42.66,0
254,11,1,1103,41,46118.85,0,0,107.5,20.78,1.72,1.98,6.74,7.24,4.2,2.43,28.74,28.99,64.2,72.49,70.37,79.95,34.58,2
255,1,0,511,14,25141.16,0,2,100.67,48.96,2.05,2.3,7.42,7.52,5.61,5.95,11.45,9.77,52.59,52.77,65.01,70.14,13.26,1
256,4,0,337,14,16515.57,0,0,56.91,53.88,2.81,3.39,6.87,6.18,9.81,8.17,21.67,21.81,50.32,56.15,55.91,63.79,29.87,2
257,3,3,662,58,2794.15,0,1,5.97,76.31,3.55,3.38,4.5,5.8,8.54,6.19,11.71,11.51,68.08,75.92,51.11,58.32,28.27,2
258,6,4,987,11,24189.47,0,0,108.44,45.06,4.62,5.81,6.03,6.28,6.31,6.82,12.6,5.24,67.44,76.83,67.84,70.48,41.89,0
259,5,3,769,34,13857.75,0,4,55.42,82.46,3.32,3.55,6.68,6.09,8.6,8.63,21.92,17.5,66.06,65.73,70.92,75.61,13.12,1
260,11,1,226,44,23153.33,0,4,33.86,40.27,3.38,4.78,3.67,3.28,5.95,6.77,16.19,17.2,56.42,64.37,50.73,55.47,30.39,2
261,10,1,491,7,31352.82,0,4,79.21,63.48,1.63,1.33,5.92,5.36,6.91,4.27,31.55,28.89,60.97,64.01,72.55,78.08,22.84,2
262,4,0,121,7,2813.78,0,1,14.91,33.13,5.49,5.06,7.04,7.97,7.72,5.59,13.69,9.16,57.65,58.41,63.5,71.52,30.84,2
263,1,0,737,10,27239.36,0,0,37.1,48.51,2.28,2.4,7.06,5.64,4.71,3.97,33.23,28.04,64.99,67.6,66.39,68.65,20.96,2
264,6,4,384,47,17445.24,0,2,3.15,22.5,1.77,2.3,6.13,4.8,8.93,8.13,12.45,9.14,58.67,61.66,69.88,72.88,26.28,2
265,3,3,185,14,7304.5,0,0,61.78,44.3,5.47,7.46,4.27,4.56,9.04,6.65,24.61,24.78,52.96,61.76,54.75,62.42,52.07,0
266,8,2,919,20,8027.94,0,4,99.55,25.71,5.06,6.63,7.08,8.33,9.21,6.92,19.24,15.09,44.25,45.25,70.04,79.5,44.31,0
267,4,0,1271,29,46397.52,0,1,114.07,23.46,5.33,6.09,3.82,3.94,9.96,9.68,28.43,29.96,53.81,55.57,56.67,59.08,14.28,1
268,0,4,795,13,44353.7,0,2,80.13,89.25,5.45,5.01,6.81,7.23,5.49,6.6,12.03,11.98,40.22,51.23,57.03,66.82,17.07,1
269,8,2,677,15,23591.28,0,4,77.09,67.68,4.11,5.35,3.28,4.37,9.28,7.53,19.38,18.55,66.99,67.86,54.92,63.48,37.74,2
270,11,1,305,17,39723.65,0,2,11.97,50.65,1.67,1.95,3.22,2.87,5.0,4.72,30.09,27.38,55.56,57.71,61.47,71.35,21.71,2
271,8,2,586,39,16425.13,0,1,113.98,36.8,5.36,5.95,7.96,6.27,5.71,4.28,17.33,15.22,62.38,66.83,46.35,52.23,28.92,2
272,11,1,619,7,2490.77,0,3,58.61,40.23,2.28,1.88,5.19,4.56,9.73,10.7,26.6,19.41,68.65,71.39,64.39,71.97,20.69,2
273,6,4,822,47,45069.97,0,2,42.98,60.45,5.42,6.53,6.9,7.56,4.7,5.25,33.16,32.27,44.73,54.26,60.91,64.92,31.81,2
274,9,4,1176,57,43437.02,0,2,4.29,69.63,2.64,3.62,3.07,2.19,4.62,4.56,17.64,15.66,55.27,61.23,64.5,72.55,31.27,2
275,1,0,288,36,6796.48,0,0,90.52,34.77,2.36,4.23,7.51,7.17,6.11,3.73,17.83,10.48,49.38,54.94,69.6,68.61,49.1,0
276,7,2,147,36,40419.78,0,2,20.12,42.68,1.95,2.67,4.17,3.77,6.4,7.76,10.02,11.71,63.19,71.29,65.81,67.63,14.25,1
277,1,0,231,9,40978.09,0,3,76.45,39.15,5.72,5.82,7.57,8.82,6.89,6.22,33.95,31.17,45.69,47.87,62.08,69.31,25.26,2
278,1,0,988,21,38318.76,0,0,42.53,40.45,2.06,3.36,6.21,7.21,7.41,7.0,16.18,17.61,51.81,55.23,60.81,65.19,21.32,2
279,10,1,963,54,15340.02,0,1,26.02,41.45,1.59,3.56,5.86,5.78,9.16,7.35,26.57,27.37,44.0,48.61,61.65,67.8,37.25,2
280,4,0,470,34,11764.08,0,1,98.93,74.02,2.1,3.2,7.44,6.2,7.78,5.09,15.13,8.08,59.04,64.29,46.16,54.57,57.02,0
281,5,3,1281,53,49219.24,0,0,86.59,87.5,2.28,2.99,3.48,2.21,5.53,3.43,34.65,36.02,54.48,64.4,50.83,51.57,28.84,2
282,5,3,1271,21,27810.81,0,0,108.82,78.37,3.51,5.83,4.66,2.66,9.81,10.63,19.31,16.01,49.61,49.09,70.1,80.04,37.51,2
283,6,4,53,16,5602.42,0,3,71.89,27.25,2.85,2.46,7.52,5.74,4.45,5.79,31.96,26.67,46.92,53.31,45.2,51.29,16.69,1
284,8,2,448,34,8707.98,0,4,86.44,57.92,3.74,3.55,6.81,6.14,5.9,3.95,10.24,10.63,64.92,72.63,72.04,77.6,21.74,2
285,8,2,792,23,4777.84,0,0,15.06,87.09,4.31,6.72,5.14,4.15,5.29,5.47,16.85,14.26,58.01,68.93,58.48,64.04,52.27,0
286,10,1,322,57,35199.69,0,3,97.06,40.02,5.32,5.09,6.48,6.63,6.51,5.53,27.72,29.47,66.85,78.73,51.36,59.4,22.3,2
287,10,1,958,50,16275.02,0,2,88.14,33.8,2.21,4.41,5.97,4.18,7.93,7.99,17.11,11.02,47.83,53.49,60.03,59.95,44.05,0
288,5,3,777,11,15941.89,0,1,35.0,30.97,3.03,4.6,4.27,3.15,5.07,3.4,10.44,10.55,67.3,75.71,52.39,56.68,38.16,2
289,4,0,195,59,21691.01,0,3,28.19,71.47,1.94,4.15,5.67,6.23,4.75,4.78,21.1,16.91,69.66,79.6,53.38,54.01,43.6,0
290,11,1,795,36,39733.18,0,3,46.05,54.53,1.96,2.85,3.1,4.27,7.02,7.64,20.09,20.63,58.55,60.98,45.32,54.11,23.3,2
291,1,0,211,17,22455.3,0,3,49.07,22.33,5.49,7.57,5.2,3.81,6.6,3.98,13.54,7.11,55.25,57.03,73.87,80.04,59.06,0
292,8,2,537,48,42526.49,0,0,51.31,60.1,3.65,5.5,3.51,1.63,6.88,4.14,25.59,20.04,52.35,59.19,60.95,61.69,49.48,0
293,4,0,759,16,21812.91,0,2,19.05,45.24,4.69,6.49,7.53,6.95,7.28,8.63,33.61,28.56,65.91,64.73,58.97,59.91,22.49,2
294,6,4,1195,42,24980.33,0,0,84.66,38.79,5.34,5.74,4.98,6.21,8.16,6.84,18.56,19.99,40.46,50.82,62.79,71.76,29.63,2
295,11,1,1018,34,46720.38,0,1,50.97,34.57,3.13,3.97,3.79,4.65,9.82,7.54,34.24,31.88,56.95,68.76,63.04,63.51,40.9,0
296,8,2,1221,37,12866.07,0,0,27.2,36.54,2.01,3.91,7.82,6.58,8.14,6.46,20.64,14.27,55.69,55.94,56.12,60.34,49.45,0
297,11,1,604,10,33491.09,0,2,33.56,33.63,4.34,6.34,3.17,2.01,6.48,4.56,25.72,25.04,59.87,60.32,71.89,77.93,35.75,2
298,2,3,212,15,23110.4,0,4,110.91,53.91,3.16,2.76,6.68,7.06,9.17,9.16,21.97,16.21,62.76,74.34,73.73,78.42,30.11,2
299,4,0,934,9,20814.05,0,0,101.61,36.73,5.37,7.81,3.05,3.7,9.13,9.2,10.73,3.24,58.52,65.46,62.45,64.47,52.82,0
300,4,0,129,15,47209.56,0,3,86.11,38.56,3.04,2.55,3.12,1.58,8.5,7.34,33.06,29.12,53.52,52.85,61.8,66.06,16.94,1
301,1,0,932,10,15955.84,0,3,37.77,82.56,2.6,3.8,4.76,5.13,7.08,7.22,19.96,15.0,42.91,53.13,68.99,69.77,42.15,0
302,8,2,196,49,3156.66,0,1,79.26,71.84,1.85,2.68,5.83,7.08,6.24,4.88,21.2,13.71,57.93,66.96,60.42,70.3,59.61,0
303,3,3,446,11,26769.5,0,3,20.49,40.9,5.95,6.9,4.03,2.9,7.15,6.02,27.58,20.35,62.97,65.69,74.18,78.21,43.15,0
304,11,1,1073,41,9831.31,0,1,58.31,65.23,4.1,6.35,7.12,8.18,8.22,6.03,22.89,16.35,45.59,54.63,59.62,63.81,63.27,3
305,1,0,701,47,35659.17,0,1,110.23,85.43,4.53,5.91,5.9,5.16,9.12,8.36,32.89,31.52,49.75,60.24,54.16,60.81,47.43,0
306,0,4,702,48,39262.16,0,0,7.32,89.01,2.71,3.88,7.61,8.07,7.07,4.24,25.49,18.39,59.33,60.85,69.01,72.16,46.47,0
307,11,1,996,14,3571.38,0,1,37.34,71.99,2.47,4.8,5.14,6.07,7.27,5.49,29.02,24.48,55.0,57.97,51.99,61.39,52.7,0
308,1,0,451,6,19229.44,0,2,86.13,48.43,2.27,3.14,4.63,4.63,4.51,1.61,28.26,23.4,61.8,69.95,54.57,62.63,52.73,0
309,4,0,384,42,13787.18,0,0,113.97,33.51,4.23,6.19,5.38,5.6,4.18,4.27,30.99,24.03,61.96,71.48,74.39,78.29,53.87,0
310,7,2,857,45,22978.06,0,0,32.95,37.81,4.4,6.24,7.22,7.76,8.33,8.5,15.85,9.64,49.42,53.34,62.17,65.81,38.57,2
311,4,0,380,50,42215.52,0,1,71.56,58.58,4.85,5.04,7.84,7.49,9.99,9.17,26.04,19.41,55.03,61.04,49.93,53.56,36.64,2
312,7,2,804,53,1670.4,0,1,79.8,28.33,2.21,2.52,6.62,8.04,8.51,9.59,33.64,33.88,43.25,55.07,60.61,62.37,19.82,1
313,10,1,726,27,40798.14,0,3,60.84,51.7,3.83,4.29,7.81,6.18,9.67,8.39,25.73,22.37,69.84,71.67,46.53,48.46,24.29,2
314,10,1,147,44,24622.09,0,0,40.07,79.27,5.6,8.09,5.49,6.94,8.42,5.69,15.69,8.2,56.07,58.21,49.0,54.95,65.35,3
315,8,2,922,9,41660.95,0,0,10.3,40.58,1.6,1.28,4.89,4.34,9.0,8.95,12.17,7.47,65.99,70.16,67.7,73.19,19.21,1
316,11,1,976,26,30127.52,0,0,14.29,55.23,3.78,3.58,7.76,7.31,8.53,6.6,11.55,6.73,51.89,55.43,63.07,68.7,28.98,2
317,2,3,135,14,29792.16,0,2,30.16,69.66,4.82,7.26,5.18,5.88,5.82,6.25,21.74,13.97,61.65,65.69,45.21,53.99,58.48,0
318,8,2,1099,34,40684.22,0,3,48.66,42.25,2.23,4.06,7.87,7.2,7.22,8.34,30.43,25.71,67.37,67.36,54.25,60.5,28.15,2
319,8,2,577,18,41604.13,0,2,52.06,40.7,5.09,5.75,3.15,4.05,5.4,3.4,33.91,29.7,59.66,62.96,49.99,50.04,31.34,2
320,11,1,521,32,9764.82,0,3,31.04,89.38,4.32,5.41,3.74,2.1,8.8,7.89,25.1,18.46,61.57,60.33,73.75,77.06,35.18,2
321,9,4,110,13,10884.45,0,0,15.6,48.82,2.8,4.25,7.42,8.46,7.22,5.41,22.01,22.51,62.97,65.01,62.15,66.17,31.31,2
322,4,0,236,45,19424.47,0,3,16.35,71.44,4.16,5.0,4.3,3.41,5.55,3.23,23.86,25.54,68.11,77.82,47.88,51.21,38.2,2
323,1,0,200,36,21531.8,0,0,36.06,20.66,5.73,5.51,6.21,4.49,7.43,4.43,13.86,7.0,40.66,39.21,53.98,63.01,37.37,2
324,3,3,18,16,37635.57,0,1,2.23,27.77,4.16,4.28,3.64,1.76,6.72,4.92,24.7,23.71,60.28,62.98,55.73,63.54,29.47,2
325,11,1,1074,21,38184.16,0,3,85.36,48.64,4.35,6.57,5.4,3.95,7.95,5.98,17.11,18.14,55.27,59.27,54.03,63.02,42.48,0
326,4,0,37,59,6692.84,0,2,107.28,30.11,2.08,3.95,4.75,3.45,7.25,5.05,26.39,24.16,47.01,48.57,51.94,52.75,39.4,2
327,7,2,1169,34,14501.64,0,2,47.93,57.13,2.97,3.83,7.71,5.96,5.98,5.9,11.84,9.04,67.4,73.54,63.84,65.45,23.37,2
328,0,4,1028,28,40535.7,0,3,105.46,76.52,3.67,5.83,7.24,5.27,5.15,6.57,15.65,10.89,46.87,55.45,55.49,56.43,37.4,2
329,11,1,876,10,39326.87,0,3,75.89,84.06,1.71,1.33,3.91,4.5,8.96,8.92,27.72,29.24,69.93,75.51,52.7,53.27,1.52,1
330,1,0,1240,47,40572.93,0,4,10.31,48.92,3.61,3.46,6.17,5.77,7.84,7.91,22.31,18.28,64.17,65.81,50.66,53.27,16.48,1
331,9,4,277,34,6484.37,0,4,12.36,31.63,2.62,4.45,3.6,2.28,5.3,3.31,14.9,8.95,40.39,38.74,67.36,70.25,42.33,0
332,4,0,40,32,39036.11,0,1,88.98,48.68,2.51,3.98,4.0,4.82,9.43,9.99,26.77,19.83,67.52,76.02,51.75,57.76,46.86,0
333,4,0,979,60,31527.32,0,0,39.5,21.88,5.98,6.01,5.79,5.08,8.56,9.24,23.0,24.24,50.76,59.22,67.95,73.29,11.14,1
334,10,1,751,10,31309.43,0,2,57.71,77.02,3.84,4.24,5.52,4.38,5.84,6.47,28.58,24.15,61.53,71.77,64.85,68.68,26.77,2
335,1,0,1091,31,42927.55,0,3,107.45,25.0,3.49,4.02,7.1,7.36,6.5,7.86,32.85,32.12,66.06,72.67,58.8,60.69,13.2,1
336,6,4,856,16,621.42,0,4,48.35,44.89,2.07,2.35,4.28,2.88,6.42,6.1,27.49,26.26,53.71,59.95,68.53,70.55,19.66,1
337,11,1,1095,53,21261.88,0,2,46.13,80.67,2.8,3.98,5.41,6.73,6.5,6.01,31.63,28.18,47.2,56.92,52.31,57.83,44.62,0
